25,3,5.8654,2440.2989,5.2154
25,3,5.9471,2417.9562,5.1528
25,3,5.9965,2429.9277,5.6877
25,3,5.8751,2435.0202,5.1476
25,3,5.8654,2408.7969,5.3406
25,3,5.9198,2408.8415,5.7079
25,3,5.8228,2408.0798,5.5836
25,3,5.9035,2419.3565,5.3993
25,3,5.9039,2428.6068,5.1173
25,3,5.8182,2435.9962,5.1122
25,3,5.9372,2419.8088,5.6666
25,3,5.9443,2424.3852,5.1083
25,3,5.8278,2415.8847,5.1175
25,3,5.8306,2420.1791,5.4415
25,3,5.8355,2434.5926,5.2253
25,3,5.8824,2409.6097,5.6774
25,3,5.8032,2411.5735,5.4852
25,3,5.9499,2407.9095,5.146
25,3,5.8501,2421.8989,5.2308
25,3,5.9383,2441.4744,5.116
25,3,5.8021,2463.0983,5.4361
25,3,5.8274,2616.921,5.1071
25,3,5.8991,2576.4773,5.5387
25,3,5.8379,2546.8419,5.5838
25,3,5.8992,2541.0645,5.4483
25,3,5.8262,2557.27,5.4902
25,3,5.865,2519.9439,5.4825
25,3,5.8717,2588.1649,5.2963
25,3,5.8717,2641.9496,5.436
25,3,5.8736,2546.9795,5.179
25,3,5.811,2565.7394,5.4628
25,3,5.8135,2504.8905,5.105
25,3,5.8586,2581.0893,5.2351
25,3,5.8514,2633.3553,5.1126
25,3,5.8635,2611.14,5.1397
25,3,5.8914,2444.4347,5.5251
25,3,5.8358,2577.8858,5.4569
25,3,5.8428,2455.1365,5.2564
25,3,5.8796,2530.0875,5.5924
25,3,5.8297,2641.9479,5.1064
25,3,5.9,2644.3607,5.6462
25,3,5.9,2400.3977,5.6426
25,3,5.9,2427.818,5.6666
25,3,5.9,2655.9265,5.6684
25,3,5.9,2496.1158,5.6305
25,3,5.9,2575.5535,5.6494
25,3,5.9,2459.0831,5.6466
25,3,5.9,2447.1127,5.6591
25,3,5.9,2430.1131,5.6631
25,3,5.9,2536.6495,5.6659
25,3,5.9,2444.032,5.636
25,3,5.9,2464.287,5.6612
25,3,5.9,2653.5863,5.6597
25,3,5.9,2621.7677,5.6289
25,3,5.9,2379.0818,5.6262
25,3,5.9,2606.5637,5.6499
25,3,5.9,2618.7186,5.6787
25,3,5.9,2485.5645,5.64
25,3,5.9,2519.3887,5.6553
25,3,5.9,2430.3067,5.6328
25,3,5.8243,2620.4927,5.2122
25,3,5.8029,2723.9401,5.522
25,3,5.8313,2495.2729,5.3654
25,3,5.8402,2545.7667,5.2448
25,3,5.8527,2618.8615,5.125
25,3,5.8875,2692.8944,5.0823
25,3,5.8527,2738.1482,5.3396
25,3,5.8315,2503.4245,5.5947
25,3,5.8581,2466.499,5.588
25,3,5.8649,2401.6052,5.5205
25,3,5.8796,2483.2778,5.1564
25,3,5.8805,2621.6603,5.5225
25,3,5.8792,2583.36,5.1729
25,3,5.8881,2451.2197,5.5292
25,3,5.8371,2609.1285,5.1011
25,3,5.8037,2434.7498,5.4627
25,3,5.8026,2345.9812,5.5585
25,3,5.8116,2418.7116,5.5245
25,3,5.8259,2580.2089,5.2966
25,3,5.8241,2434.3373,5.3857
25,7,3.6089,2949.9016,17.325
25,7,3.7363,2949.498,16.7155
25,7,3.7237,2949.9606,16.4844
25,7,3.5816,2949.8057,16.7376
25,7,3.7221,2949.6509,16.2578
25,7,3.6082,2947.8722,16.3132
25,7,3.608,2949.0707,17.5775
25,7,3.6969,2949.5432,17.5995
25,7,3.5889,2950.1113,17.005
25,7,3.7599,2948.5416,16.2005
25,7,3.7933,2949.6991,16.4737
25,7,3.6097,2949.8208,16.6584
25,7,3.7192,2949.6518,17.3889
25,7,3.7675,2949.2386,16.1313
25,7,3.6714,2948.6132,16.1744
25,7,3.7482,2947.818,16.371
25,7,3.6504,2948.593,17.1203
25,7,3.7033,2947.8253,17.2493
25,7,3.7029,2950.5392,17.1182
25,7,3.6376,2950.2992,16.811
25,7,3.6819,2986.3811,16.792
25,7,3.6492,2994.9156,17.1935
25,7,3.6125,2989.5055,16.4755
25,7,3.6583,2959.5872,17.3654
25,7,3.5991,2975.4119,16.5682
25,7,3.611,2978.9423,17.3741
25,7,3.593,2996.0709,17.0779
25,7,3.5962,2995.7856,16.6662
25,7,3.6744,2957.9305,16.4186
25,7,3.5941,2962.4503,17.5381
25,7,3.5988,2976.5713,16.1797
25,7,3.6623,2973.1057,16.4258
25,7,3.6737,2949.7927,16.8885
25,7,3.6116,2958.8619,16.97
25,7,3.6255,2962.3444,16.9525
25,7,3.6674,2949.7088,17.1774
25,7,3.6835,2979.8967,16.8537
25,7,3.6253,2965.5957,16.8501
25,7,3.5924,2975.8633,16.3587
25,7,3.6678,2958.3775,16.3952
25,7,3.6552,3001.8462,16.1732
25,7,3.6867,3000.26,16.1293
25,7,3.5752,3000.5583,16.2009
25,7,3.64,2998.0286,16.1548
25,7,3.6769,2999.9875,16.1247
25,7,3.6549,2999.274,16.222
25,7,3.6823,3000.6854,16.2116
25,7,3.5658,2998.4956,16.1577
25,7,3.621,2998.0539,16.1696
25,7,3.6809,3000.1279,16.1638
25,7,3.5382,2999.7213,16.101
25,7,3.6435,3000.7277,16.1165
25,7,3.6586,3001.9228,16.1445
25,7,3.5947,2999.3489,16.1048
25,7,3.5667,2999.5325,16.2063
25,7,3.5858,3000.9866,16.0989
25,7,3.6576,3000.8753,16.104
25,7,3.5849,3001.9364,16.0949
25,7,3.675,2999.7452,16.1043
25,7,3.5823,3000.2179,16.1387
25,7,3.7254,3001.0976,16.6788
25,7,3.7618,3001.8836,17.558
25,7,3.7297,3001.9229,16.8498
25,7,3.7419,3001.1574,16.4975
25,7,3.6687,3001.677,17.5314
25,7,3.7509,3001.5339,17.6389
25,7,3.5572,3001.2873,16.8623
25,7,3.556,3001.5472,16.3916
25,7,3.6997,3001.6872,16.6026
25,7,3.5644,3001.9783,16.819
25,7,3.6836,3001.9944,17.0863
25,7,3.7648,3001.933,16.6086
25,7,3.609,3001.9542,17.0977
25,7,3.6687,3001.4988,17.2533
25,7,3.6057,3001.756,16.5505
25,7,3.6136,3001.6375,16.4007
25,7,3.6829,3001.1396,16.6581
25,7,3.7381,3001.0755,16.6898
25,7,3.5866,3001.0569,16.8411
25,7,3.624,3001.9885,16.9613
25,7,3.719,2951.4962,17.5367
25,7,3.6657,2986.2886,17.2649
25,7,3.6535,2995.9912,16.4378
25,7,3.59,2957.5083,17.6231
25,7,3.7338,2967.0599,16.2415
25,7,3.5606,2970.5812,16.5463
25,7,3.5433,3000.9581,16.9176
25,7,3.5468,2985.1011,16.7795
25,7,3.6769,2954.1635,17.3036
25,7,3.586,2977.601,16.9633
25,7,3.5723,2988.7904,16.1889
25,7,3.5903,2962.044,16.8282
